12:00:58.364 [main] INFO  QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED started.
12:00:58.377 [main] INFO  ScheduledAnnotationBeanPostProcessor - No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
12:00:58.392 [main] INFO  Http11NioProtocol - Starting ProtocolHandler ["http-nio-8089"]
12:00:58.433 [main] INFO  NioSelectorPool - Using a shared selector for servlet write/read
12:00:58.494 [main] INFO  TomcatWebServer - Tomcat started on port(s): 8089 (http) with context path ''
12:00:58.506 [main] INFO  ApiApplication - Started ApiApplication in 13.855 seconds (JVM running for 21.074)
12:01:13.176 [RMI TCP Connection(2)-127.0.0.1] INFO  SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
12:01:13.176 [RMI TCP Connection(2)-127.0.0.1] INFO  AnnotationConfigServletWebServerApplicationContext - Closing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@7caa550: startup date [Fri Sep 20 12:00:45 CST 2019]; root of context hierarchy
12:01:13.180 [RMI TCP Connection(2)-127.0.0.1] INFO  DefaultLifecycleProcessor - Stopping beans in phase 2147483647
12:01:13.181 [RMI TCP Connection(2)-127.0.0.1] INFO  QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
12:01:13.182 [RMI TCP Connection(2)-127.0.0.1] INFO  DefaultLifecycleProcessor - Stopping beans in phase 0
12:01:13.188 [RMI TCP Connection(2)-127.0.0.1] INFO  SchedulerFactoryBean - Shutting down Quartz Scheduler
12:01:13.189 [RMI TCP Connection(2)-127.0.0.1] INFO  QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED shutting down.
